12.2873 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
27.6816 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
28.8580 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002AD96CE62E0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002AD97CB74F0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
28.8581 	EXP 	window1: mouseVisible = True
28.8583 	EXP 	window1: mouseVisible = False
28.8583 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
28.8584 	EXP 	window1: recordFrameIntervals = False
29.0242 	EXP 	window1: recordFrameIntervals = True
29.2075 	EXP 	Screen (0) actual frame rate measured at 60.05Hz
29.2076 	EXP 	window1: recordFrameIntervals = False
32.4234 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='polygon', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
32.4310 	EXP 	Created polygon_2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, fillColor=array([-1.    ,  0.0039, -1.    ]), fillColorSpace='rgb', fillRGB=array([-1.    ,  0.0039, -1.    ]), interpolate=True, lineColor=array([-1.    ,  0.0039, -1.    ]), lineColorSpace='rgb', lineRGB=array([-1.    ,  0.0039, -1.    ]), lineWidth=1.0, name='polygon_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
32.4624 	EXP 	Sound sound_1 set volume 1.000
32.8380 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
32.8998 	EXP 	window1: mouseVisible = True
32.9215 	EXP 	Imported cons.xlsx as conditions, 12 conditions, 3 params
32.9230 	EXP 	Created sequence: random, trialTypes=12, nReps=5, seed=None
32.9234 	EXP 	New trial (rep=0, index=0): {'delay': 0.1, 'freq': 1000, 'condition': 'exp'}
32.9385 	EXP 	textbox: autoLog = True
32.9385 	EXP 	polygon: autoDraw = True
33.1581 	DATA 	Mouse: Left button down, pos=(1119,520)
33.3909 	DATA 	Mouse:  Left button up, pos=(1119,520)
33.9050 	EXP 	polygon_2: autoDraw = True
33.9384 	EXP 	polygon: autoDraw = False
35.4236 	DATA 	Mouse: Left button down, pos=(1119,520)
35.6567 	DATA 	Mouse:  Left button up, pos=(1119,520)
36.3260 	DATA 	Keypress: space
36.3536 	EXP 	polygon: autoDraw = False
36.3536 	EXP 	polygon_2: autoDraw = False
36.7701 	EXP 	text: autoDraw = True
36.7701 	EXP 	textbox: autoDraw = True
43.9831 	DATA 	Keypress: 2
45.0089 	DATA 	Keypress: space
46.5654 	DATA 	Mouse: Left button down, pos=(1050,239)
46.5689 	EXP 	New trial (rep=0, index=1): {'delay': 0.7, 'freq': 1000, 'condition': 'exp'}
46.5812 	EXP 	text: autoDraw = False
46.5812 	EXP 	textbox: autoDraw = False
46.5812 	EXP 	polygon: autoDraw = True
46.8007 	DATA 	Mouse:  Left button up, pos=(1050,239)
47.5807 	EXP 	polygon: autoDraw = False
47.5807 	EXP 	polygon_2: autoDraw = True
56.2129 	DATA 	Keypress: space
56.2260 	EXP 	polygon: autoDraw = False
56.2260 	EXP 	polygon_2: autoDraw = False
57.2267 	EXP 	text: autoDraw = True
57.2267 	EXP 	textbox: autoDraw = True
58.8248 	DATA 	Keypress: 3
60.0018 	DATA 	Mouse: Left button down, pos=(973,215)
60.0112 	EXP 	New trial (rep=0, index=2): {'delay': 0.1, 'freq': 400, 'condition': 'unexp'}
60.0238 	EXP 	text: autoDraw = False
60.0238 	EXP 	textbox: autoDraw = False
60.0238 	EXP 	polygon: autoDraw = True
60.2269 	DATA 	Mouse:  Left button up, pos=(973,215)
61.0233 	EXP 	polygon: autoDraw = False
61.0233 	EXP 	polygon_2: autoDraw = True
62.4760 	DATA 	Keypress: space
62.4892 	EXP 	polygon: autoDraw = False
62.4892 	EXP 	polygon_2: autoDraw = False
62.8894 	EXP 	text: autoDraw = True
62.8894 	EXP 	textbox: autoDraw = True
